OwnersAge,Gender,Zone,Class,VehiculeAge,BonusClass,Duration,NumberClaims,ClaimCost
30,M,2,6,11,7,0.750685,0,0
30,M,2,6,12,1,1.693151,0,0
30,M,2,6,12,2,0.082192,0,0
30,M,2,6,12,3,0.268493,0,0
30,M,2,6,12,5,0.912329,0,0
30,M,2,6,12,7,1.323288,0,0
30,M,2,6,13,3,1,0,0
30,M,2,6,13,4,0.934247,0,0
30,M,2,6,13,5,0.421918,0,0
30,M,2,6,14,1,1.084932,0,0
30,M,2,6,14,7,0.49863,0,0
30,M,2,6,15,3,0.49589,0,0
30,M,2,6,16,1,0.221918,0,0
30,M,2,6,16,4,0.153425,0,0
30,M,2,6,16,6,0.046575,0,0
30,M,2,6,16,7,1,0,0
30,M,2,6,18,5,0.49589,0,0
30,M,2,7,1,2,0.153425,0,0
30,M,2,7,1,7,0,0,0
30,M,2,7,2,7,0,0,0
30,M,2,7,3,7,0,0,0
30,M,2,7,9,3,0.087671,0,0
30,M,2,7,9,6,0.49863,0,0
30,M,3,1,4,4,0.336986,0,0
30,M,3,1,8,1,0.024658,0,0
30,M,3,1,14,1,1.939726,0,0
30,M,3,1,14,2,0.416438,0,0
30,M,3,1,15,2,0.446575,0,0
30,M,3,1,15,7,0.432877,0,0
30,M,3,1,16,7,0.030137,0,0
30,M,3,1,20,1,1,0,0
30,M,3,1,29,7,0.084932,0,0
30,M,3,1,36,1,0.161644,0,0
30,M,3,1,40,7,1,0,0
30,M,3,1,41,7,0.865753,0,0
30,M,3,1,42,1,0.49863,0,0
30,M,3,1,56,2,0.926027,0,0
30,M,3,2,1,6,0.956164,0,0
30,M,3,2,3,7,0.794521,0,0
30,M,3,2,10,2,1,0,0
30,M,3,2,14,1,0.49863,0,0
30,M,3,2,15,1,1.49863,0,0
30,M,3,2,16,4,0.50411,0,0
30,M,3,2,20,2,0.769863,0,0
30,M,3,2,22,6,0.246575,0,0
30,M,3,2,22,7,0.147945,0,0
30,M,3,2,30,1,0.49863,0,0
30,M,3,2,30,2,0,0,0
30,M,3,2,41,5,0.49589,0,0
30,M,3,2,41,6,0.50411,0,0
30,M,3,3,0,7,0.465753,0,0
30,M,3,3,1,1,0.49589,0,0
30,M,3,3,1,2,0.50411,0,0
30,M,3,3,1,5,0.252055,0,0
30,M,3,3,1,6,0,0,0
30,M,3,3,1,7,0.928767,0,0
30,M,3,3,2,7,0.49863,0,0
30,M,3,3,3,1,0.49589,0,0
30,M,3,3,3,2,0.254795,0,0
30,M,3,3,3,6,1,0,0
30,M,3,3,3,7,0.167123,0,0
30,M,3,3,4,2,1.123288,0,0
30,M,3,3,4,5,0.369863,0,0
30,M,3,3,4,6,0.167123,0,0
30,M,3,3,4,7,0.145205,0,0
30,M,3,3,5,4,0.931507,0,0
30,M,3,3,5,7,0.939726,0,0
30,M,3,3,6,5,0.934247,0,0
30,M,3,3,7,7,0.367123,0,0
30,M,3,3,8,7,0.49589,0,0
30,M,3,3,9,7,0.454795,0,0
30,M,3,3,10,4,0.852055,0,0
30,M,3,3,11,7,1,0,0
30,M,3,3,12,2,1,0,0
30,M,3,3,12,7,1,0,0
30,M,3,3,13,1,0.512329,0,0
30,M,3,3,13,7,0.780822,0,0
30,M,3,3,14,1,0.49863,0,0
30,M,3,3,14,2,0,0,0
30,M,3,3,15,1,0.986301,0,0
30,M,3,3,15,2,1,0,0
30,M,3,3,15,3,0.169863,0,0
30,M,3,3,15,7,0.931507,0,0
30,M,3,3,16,1,0.967123,0,0
30,M,3,3,16,7,0.750685,0,0
30,M,3,3,17,1,0,0,0
30,M,3,3,17,2,1,0,0
30,M,3,3,17,5,1,0,0
30,M,3,3,17,7,1,0,0
30,M,3,3,18,1,0.947945,0,0
30,M,3,3,21,1,0.632877,0,0
30,M,3,3,21,2,1.347945,0,0
30,M,3,3,29,2,0.10137,0,0
30,M,3,3,29,7,0.419178,0,0
30,M,3,3,38,1,0.252055,0,0
30,M,3,3,38,3,0.747945,0,0
30,M,3,4,0,1,0.136986,0,0
30,M,3,4,0,2,0.50411,0,0
30,M,3,4,0,6,0.482192,0,0
30,M,3,4,1,4,0.50411,0,0
30,M,3,4,1,5,0.473973,0,0
30,M,3,4,1,6,0.49589,0,0
30,M,3,4,1,7,1.317808,0,0
30,M,3,4,2,4,0.832877,0,0
30,M,3,4,2,5,0.40274,2,124138
30,M,3,4,3,1,0.50411,0,0
30,M,3,4,3,2,1,0,0
30,M,3,4,3,5,0.49589,0,0
30,M,3,4,4,1,0.983562,0,0
30,M,3,4,4,2,0.50137,0,0
30,M,3,4,4,4,1,0,0
30,M,3,4,4,6,0.205479,0,0
30,M,3,4,7,7,1,0,0
30,M,3,4,8,1,0,0,0
30,M,3,4,8,4,0.210959,0,0
30,M,3,4,9,2,0.252055,0,0
30,M,3,4,9,3,0.252055,0,0
30,M,3,4,9,4,1.49863,0,0
30,M,3,4,9,5,1.019178,0,0
30,M,3,4,9,6,0.252055,0,0
30,M,3,4,9,7,1,0,0
30,M,3,4,10,1,1.00274,0,0
30,M,3,4,10,7,1,0,0
30,M,3,4,11,1,0.252055,0,0
30,M,3,4,11,2,0.317808,0,0
30,M,3,4,11,7,0.835616,0,0
30,M,3,4,12,1,0.980822,0,0
30,M,3,4,12,7,0.50411,0,0
30,M,3,4,13,1,0.547945,0,0
30,M,3,4,13,4,0.30137,0,0
30,M,3,4,13,7,1.312329,0,0
30,M,3,4,14,1,0.99726,0,0
30,M,3,4,15,1,0,0,0
30,M,3,4,15,3,1,0,0
30,M,3,4,15,4,1,0,0
30,M,3,4,16,2,0.956164,0,0
30,M,3,4,16,7,0.265753,0,0
30,M,3,4,17,2,0.931507,0,0
30,M,3,4,18,1,0.934247,0,0
30,M,3,4,18,2,0.019178,0,0
30,M,3,4,18,6,1,0,0
30,M,3,4,19,4,0.821918,0,0
30,M,3,4,22,2,0.682192,0,0
30,M,3,4,22,7,0.989041,0,0
30,M,3,4,23,7,0.339726,0,0
30,M,3,4,30,1,0.463014,0,0
30,M,3,5,0,4,0.043836,0,0
30,M,3,5,0,5,0.50411,0,0
30,M,3,5,0,7,0.865753,0,0
30,M,3,5,1,2,1,0,0
30,M,3,5,1,3,0,0,0
30,M,3,5,1,7,3.254795,0,0
30,M,3,5,2,3,0.926027,0,0
30,M,3,5,2,4,0.452055,0,0
30,M,3,5,3,7,1.50137,0,0
30,M,3,5,4,7,1,0,0
30,M,3,5,5,3,0.50137,0,0
30,M,3,5,5,5,0.471233,0,0
30,M,3,5,5,6,1.005479,0,0
30,M,3,5,6,7,1,0,0
30,M,3,5,7,1,0.69589,0,0
30,M,3,5,7,6,0.49863,0,0
30,M,3,5,9,1,0.786301,0,0
30,M,3,5,9,3,0.945205,0,0
30,M,3,5,9,4,0.947945,0,0
30,M,3,5,10,7,0.994521,0,0
30,M,3,5,11,1,0.249315,0,0
30,M,3,5,11,4,0.747945,0,0
30,M,3,5,11,7,0.282192,0,0
30,M,3,5,12,7,0.183562,0,0
30,M,3,5,13,1,0.665753,0,0
30,M,3,5,13,2,0.50137,0,0
30,M,3,5,13,7,1.227397,0,0
30,M,3,5,14,1,0.909589,0,0
30,M,3,5,14,3,0.832877,0,0
30,M,3,5,14,5,2.284932,0,0
30,M,3,5,14,7,1,0,0
30,M,3,5,15,1,0.241096,0,0
30,M,3,5,15,4,0.216438,0,0
30,M,3,5,15,6,0.953425,0,0
30,M,3,5,15,7,0.520548,0,0
30,M,3,5,16,2,0.50411,0,0
30,M,3,5,16,7,2,0,0
30,M,3,5,17,1,0.969863,0,0
30,M,3,5,17,2,0.99726,0,0
30,M,3,5,17,4,1,0,0
30,M,3,5,17,5,0.923288,0,0
30,M,3,5,17,6,0,0,0
30,M,3,5,17,7,0,0,0
30,M,3,5,18,1,1.947945,0,0
30,M,3,5,19,2,0.227397,0,0
30,M,3,5,19,7,1,0,0
30,M,3,6,0,7,0.449315,0,0
30,M,3,6,1,7,0.978082,0,0
30,M,3,6,2,2,0.260274,0,0
30,M,3,6,2,3,0.49589,0,0
30,M,3,6,2,4,0.50411,0,0
30,M,3,6,2,7,0.167123,0,0
30,M,3,6,3,7,1.479452,0,0
30,M,3,6,4,2,0.49863,0,0
30,M,3,6,4,7,1.654795,0,0
30,M,3,6,5,7,0.578082,0,0
30,M,3,6,6,1,0.632877,0,0
30,M,3,6,6,2,0.279452,0,0
30,M,3,6,6,5,0.367123,0,0
30,M,3,6,6,6,1.027397,0,0
30,M,3,6,6,7,1.753425,0,0
30,M,3,6,7,1,0.556164,0,0
30,M,3,6,7,7,2.427397,0,0
30,M,3,6,8,1,0.747945,0,0
30,M,3,6,8,6,0.868493,0,0
30,M,3,6,8,7,3.131507,0,0
30,M,3,6,9,4,0.178082,0,0
30,M,3,6,9,7,2.416438,0,0
30,M,3,6,10,6,2.082192,0,0
30,M,3,6,10,7,1.975342,0,0
30,M,3,6,11,1,0.369863,0,0
30,M,3,6,11,4,0,0,0
30,M,3,6,11,6,1.167123,0,0
30,M,3,6,11,7,1.49863,0,0
30,M,3,6,12,1,0.706849,0,0
30,M,3,6,12,4,1.153425,0,0
30,M,3,6,12,5,0.358904,0,0
30,M,3,6,12,7,3.208219,0,0
30,M,3,6,13,4,0.430137,0,0
30,M,3,6,13,5,0.756164,0,0
30,M,3,6,13,6,0.479452,0,0
30,M,3,6,13,7,1.112329,0,0
30,M,3,6,14,1,0.358904,0,0
30,M,3,6,14,5,0.257534,0,0
30,M,3,6,14,6,0.50411,0,0
30,M,3,6,14,7,0.613699,0,0
30,M,3,6,15,1,0.49589,0,0
30,M,3,6,15,5,0.057534,0,0
30,M,3,6,15,6,0.989041,0,0
30,M,3,6,15,7,0.887671,0,0
30,M,3,6,16,1,0.172603,0,0
30,M,3,6,16,4,0.254795,0,0
30,M,3,6,16,5,0.736986,0,0
30,M,3,6,29,7,0.021918,0,0
30,M,3,6,45,5,0.238356,0,0
30,M,3,7,0,7,0.030137,0,0
30,M,3,7,1,7,0,0,0
30,M,3,7,3,6,0,0,0
30,M,3,7,8,4,0.29863,0,0
30,M,3,7,9,2,1,0,0
30,M,3,7,12,7,0.405479,0,0
30,M,3,7,13,7,1.832877,0,0
30,M,4,1,2,7,0.479452,0,0
30,M,4,1,4,6,0.441096,0,0
30,M,4,1,5,2,0.00274,0,0
30,M,4,1,6,2,0.210959,0,0
30,M,4,1,6,3,1,0,0
30,M,4,1,7,2,0.041096,0,0
30,M,4,1,8,6,1,0,0
30,M,4,1,10,4,0.413699,0,0
30,M,4,1,10,7,0.654795,0,0
30,M,4,1,12,7,0.928767,0,0
30,M,4,1,13,1,0.334247,0,0
30,M,4,1,13,6,0.526027,0,0
30,M,4,1,13,7,0.328767,0,0
30,M,4,1,14,1,1,0,0
30,M,4,1,14,2,0.50137,0,0
30,M,4,1,16,7,0.942466,0,0
30,M,4,1,17,7,0.123288,0,0
30,M,4,1,21,1,1,0,0
30,M,4,1,22,1,0.263014,0,0
30,M,4,1,22,5,0.063014,0,0
30,M,4,1,22,7,0.805479,0,0
30,M,4,1,24,2,0.747945,0,0
30,M,4,1,24,7,0.460274,0,0
30,M,4,1,28,1,0.750685,0,0
30,M,4,1,28,2,0.252055,0,0
30,M,4,1,28,6,0.942466,0,0
30,M,4,1,30,1,0.482192,0,0
30,M,4,1,30,2,0.572603,0,0
30,M,4,1,33,1,0.432877,0,0
30,M,4,1,34,1,0.235616,0,0
30,M,4,1,35,1,0.49589,0,0
30,M,4,1,35,7,0.172603,0,0
30,M,4,1,36,1,0.457534,0,0
30,M,4,1,37,1,0,0,0
30,M,4,1,38,1,1,0,0
30,M,4,1,40,5,1,0,0
30,M,4,1,40,7,1.216438,0,0
30,M,4,1,41,7,0.082192,0,0
30,M,4,1,47,5,1,0,0
30,M,4,1,48,1,1.468493,0,0
30,M,4,1,49,1,1.019178,0,0
30,M,4,1,51,7,0.115068,0,0
30,M,4,2,1,1,1.336986,0,0
30,M,4,2,1,7,0.915068,0,0
30,M,4,2,2,7,2.317808,0,0
30,M,4,2,5,3,0.317808,0,0
30,M,4,2,10,1,0.257534,0,0
30,M,4,2,10,4,0.939726,0,0
30,M,4,2,12,1,0.479452,0,0
30,M,4,2,12,2,1,0,0
30,M,4,2,14,1,1.961644,0,0
30,M,4,2,16,1,1,0,0
30,M,4,2,16,4,1,0,0
30,M,4,2,16,6,1.084932,0,0
30,M,4,2,18,1,1,0,0
30,M,4,2,21,1,1,0,0
30,M,4,2,22,1,1,0,0
30,M,4,2,23,1,0.463014,0,0
30,M,4,2,46,2,0.027397,0,0
30,M,4,2,48,5,0.953425,0,0
30,M,4,3,0,7,0.8,0,0
30,M,4,3,1,1,0.479452,0,0
30,M,4,3,1,2,0.408219,0,0
30,M,4,3,1,4,0.736986,0,0
30,M,4,3,1,5,0.2,0,0
30,M,4,3,1,7,2.964384,0,0
30,M,4,3,2,1,2.178082,0,0
30,M,4,3,2,3,0.49589,0,0
30,M,4,3,2,4,1.887671,0,0
30,M,4,3,2,5,0.775342,0,0
30,M,4,3,2,6,0.476712,0,0
30,M,4,3,2,7,2.252055,0,0
30,M,4,3,3,1,2.246575,0,0
30,M,4,3,3,3,0.863014,0,0
30,M,4,3,3,7,3.112329,0,0
30,M,4,3,4,2,0.49863,0,0
30,M,4,3,4,3,0.50137,0,0
30,M,4,3,4,6,0.443836,0,0
30,M,4,3,4,7,2.926027,0,0
30,M,4,3,5,7,0.076712,0,0
30,M,4,3,6,3,1.410959,0,0
30,M,4,3,6,6,1.372603,0,0
30,M,4,3,6,7,0.446575,0,0
30,M,4,3,7,1,0.931507,0,0
30,M,4,3,7,2,0.457534,0,0
30,M,4,3,7,4,1.421918,0,0
30,M,4,3,7,5,0.70411,0,0
30,M,4,3,7,7,2.432877,0,0
30,M,4,3,8,4,0.473973,0,0
30,M,4,3,11,1,0,0,0
30,M,4,3,11,5,0.994521,0,0
30,M,4,3,11,7,1.989041,0,0
30,M,4,3,12,1,1,0,0
30,M,4,3,13,1,0.838356,0,0
30,M,4,3,13,2,1.865753,0,0
30,M,4,3,13,3,1,0,0
30,M,4,3,13,4,1.249315,0,0
30,M,4,3,13,7,2.553425,0,0
30,M,4,3,14,1,0.424658,0,0
30,M,4,3,14,4,1,0,0
30,M,4,3,14,7,1.526027,0,0
30,M,4,3,15,5,0.090411,0,0
30,M,4,3,16,1,0.561644,0,0
30,M,4,3,16,3,0.939726,0,0
30,M,4,3,16,4,0.476712,0,0
30,M,4,3,16,7,1.778082,0,0
30,M,4,3,17,4,0.931507,0,0
30,M,4,3,17,5,1.427397,0,0
30,M,4,3,18,1,0.723288,0,0
30,M,4,3,18,7,0.391781,0,0
30,M,4,3,19,1,0.284932,0,0
30,M,4,3,19,5,2.30411,0,0
30,M,4,3,19,7,1.956164,0,0
30,M,4,3,22,1,0.945205,0,0
30,M,4,3,22,5,0.430137,0,0
30,M,4,3,25,2,0.476712,0,0
30,M,4,3,27,7,0.917808,0,0
30,M,4,3,31,1,1,0,0
30,M,4,3,33,7,1,0,0
30,M,4,3,37,1,0,0,0
30,M,4,3,41,4,1,0,0
30,M,4,3,46,6,0.10137,0,0
30,M,4,3,47,6,1,0,0
30,M,4,3,50,6,1,0,0
30,M,4,3,56,7,0.906849,0,0
30,M,4,3,61,1,1,0,0
30,M,4,4,0,1,0.410959,0,0
30,M,4,4,0,6,0.252055,0,0
30,M,4,4,1,5,0.49863,0,0
30,M,4,4,1,6,0.235616,0,0
30,M,4,4,1,7,2.454795,0,0
30,M,4,4,2,2,0.210959,0,0
30,M,4,4,2,3,0.547945,0,0
30,M,4,4,2,5,0.252055,0,0
30,M,4,4,2,7,2.405479,0,0
30,M,4,4,3,1,0,0,0
30,M,4,4,3,6,0,0,0
30,M,4,4,3,7,1,0,0
30,M,4,4,4,7,0.49589,0,0
30,M,4,4,5,2,0.49863,0,0
30,M,4,4,5,6,1.476712,0,0
30,M,4,4,5,7,0.745205,0,0
30,M,4,4,6,3,0.468493,0,0
30,M,4,4,6,6,0.49863,0,0
30,M,4,4,6,7,0.969863,0,0
30,M,4,4,7,4,0.953425,0,0
30,M,4,4,7,7,3.019178,0,0
30,M,4,4,8,1,0.953425,0,0
30,M,4,4,8,5,1.90411,0,0
30,M,4,4,9,1,1,0,0
30,M,4,4,9,6,0.452055,0,0
30,M,4,4,10,7,4.087671,0,0
30,M,4,4,11,2,0.956164,0,0
30,M,4,4,11,3,0.252055,0,0
30,M,4,4,11,4,0.249315,0,0
30,M,4,4,11,5,1.158904,0,0
30,M,4,4,11,7,0.986301,0,0
30,M,4,4,12,1,1.646575,0,0
30,M,4,4,12,6,0.312329,0,0
30,M,4,4,12,7,0.183562,0,0
30,M,4,4,13,2,1,0,0
30,M,4,4,13,7,0.539726,0,0
30,M,4,4,14,1,0.060274,0,0
30,M,4,4,15,1,0.523288,0,0
30,M,4,4,15,2,0.252055,0,0
30,M,4,4,15,6,1,0,0
30,M,4,4,16,1,0.961644,0,0
30,M,4,4,16,3,0.972603,0,0
30,M,4,4,16,4,0.273973,0,0
30,M,4,4,16,5,1,0,0
30,M,4,4,16,7,2.991781,0,0
30,M,4,4,17,1,2.709589,0,0
30,M,4,4,17,2,1.712329,0,0
30,M,4,4,17,3,0.926027,0,0
30,M,4,4,21,2,1,1,10594
30,M,4,4,21,5,0.616438,0,0
30,M,4,4,22,7,1.435616,0,0
30,M,4,4,23,3,0.747945,0,0
30,M,4,4,23,5,0.487671,0,0
30,M,4,4,23,7,1,0,0
30,M,4,4,25,1,0.983562,0,0
30,M,4,4,25,2,0,0,0
30,M,4,4,25,4,0.717808,0,0
30,M,4,4,25,5,0.49863,0,0
30,M,4,4,25,6,0.50137,0,0
30,M,4,4,26,7,0.50411,0,0
30,M,4,4,27,1,0.950685,0,0
30,M,4,4,27,7,2.145205,0,0
30,M,4,4,28,7,0.909589,0,0
30,M,4,4,29,3,0.745205,0,0
30,M,4,4,29,5,1,0,0
30,M,4,4,30,6,0.961644,0,0
30,M,4,4,42,6,0.983562,0,0
30,M,4,4,43,1,0.468493,0,0
30,M,4,5,0,6,0.493151,0,0
30,M,4,5,0,7,0.526027,0,0
30,M,4,5,1,1,0.893151,0,0
30,M,4,5,1,4,0.961644,0,0
30,M,4,5,1,5,0,0,0
30,M,4,5,1,7,1.808219,0,0
30,M,4,5,2,7,1.238356,0,0
30,M,4,5,3,5,0.917808,0,0
30,M,4,5,3,7,4.005479,0,0
30,M,4,5,4,5,1,0,0
30,M,4,5,4,7,1.915068,0,0
30,M,4,5,5,1,1.208219,0,0
30,M,4,5,5,6,0.219178,0,0
30,M,4,5,6,1,0.465753,0,0
30,M,4,5,6,5,0.958904,0,0
30,M,4,5,6,7,1.350685,0,0
30,M,4,5,7,1,0.975342,0,0
30,M,4,5,7,4,0.443836,0,0
30,M,4,5,7,7,1.506849,0,0
30,M,4,5,8,4,0.394521,0,0
30,M,4,5,8,7,3.235616,0,0
30,M,4,5,9,7,1.50411,0,0
30,M,4,5,10,2,1,0,0
30,M,4,5,11,1,1,0,0
30,M,4,5,11,2,0.457534,0,0
30,M,4,5,11,7,1,0,0
30,M,4,5,12,2,1,0,0
30,M,4,5,12,5,1.410959,0,0
30,M,4,5,13,1,1.153425,0,0
30,M,4,5,13,2,0.39726,0,0
30,M,4,5,13,3,0.454795,0,0
30,M,4,5,13,6,0.50137,0,0
30,M,4,5,13,7,2.879452,0,0
30,M,4,5,14,1,1,0,0
30,M,4,5,14,3,1.49863,0,0
30,M,4,5,14,5,1.50411,0,0
30,M,4,5,14,7,0.961644,0,0
30,M,4,5,15,1,0.394521,0,0
30,M,4,5,15,2,0.252055,0,0
30,M,4,5,15,4,0.49589,0,0
30,M,4,5,15,7,0.284932,0,0
30,M,4,5,16,1,1.920548,0,0
30,M,4,5,16,5,2.994521,0,0
30,M,4,5,16,6,0.30137,0,0
30,M,4,5,16,7,1.572603,0,0
30,M,4,5,17,1,0.438356,0,0
30,M,4,5,17,3,0.926027,0,0
30,M,4,5,17,4,0.50411,0,0
30,M,4,5,17,5,2.983562,0,0
30,M,4,5,17,7,4.076712,0,0
30,M,4,5,18,1,0.463014,0,0
30,M,4,5,18,4,0.49589,0,0
30,M,4,5,19,1,0.49863,0,0
30,M,4,5,19,2,1,0,0
30,M,4,5,19,4,0.49589,0,0
30,M,4,5,19,7,0.871233,0,0
30,M,4,5,20,2,0.580822,0,0
30,M,4,5,21,5,0.350685,0,0
30,M,4,5,21,7,0.227397,0,0
30,M,4,5,22,1,1,0,0
30,M,4,5,23,4,0.931507,0,0
30,M,4,5,25,3,0.49863,0,0
30,M,4,5,25,4,0.50137,0,0
30,M,4,5,40,7,0.20274,0,0
30,M,4,6,0,4,0.435616,0,0
30,M,4,6,0,7,0.09589,0,0
30,M,4,6,1,5,0.49589,0,0
30,M,4,6,1,6,0.49863,0,0
30,M,4,6,1,7,0.320548,0,0
30,M,4,6,2,4,0.591781,0,0
30,M,4,6,2,7,1.057534,0,0
30,M,4,6,3,7,1.783562,0,0
30,M,4,6,4,1,0.750685,0,0
30,M,4,6,4,7,1.876712,0,0
30,M,4,6,5,7,1.438356,0,0
30,M,4,6,6,1,0.747945,0,0
30,M,4,6,6,4,0.441096,0,0
30,M,4,6,6,7,4.739726,0,0
30,M,4,6,7,1,1.958904,0,0
30,M,4,6,7,6,1.99726,0,0
30,M,4,6,7,7,0.750685,0,0
30,M,4,6,8,7,2.30411,0,0
30,M,4,6,9,1,0.076712,0,0
30,M,4,6,9,6,0.49589,0,0
30,M,4,6,9,7,2.235616,0,0
30,M,4,6,10,1,1.446575,0,0
30,M,4,6,10,2,0.531507,0,0
30,M,4,6,10,4,1.452055,0,0
30,M,4,6,10,6,0.493151,0,0
30,M,4,6,10,7,5.586301,0,0
30,M,4,6,11,1,0.032877,0,0
30,M,4,6,11,2,0.457534,0,0
30,M,4,6,11,5,2.432877,0,0
30,M,4,6,11,6,1,0,0
30,M,4,6,11,7,2.912329,0,0
30,M,4,6,12,1,0.956164,0,0
30,M,4,6,12,2,0.449315,0,0
30,M,4,6,12,3,0.460274,0,0
30,M,4,6,12,6,0.531507,0,0
30,M,4,6,12,7,3.687671,0,0
30,M,4,6,13,1,1.994521,0,0
30,M,4,6,13,2,0.186301,0,0
30,M,4,6,13,4,2,0,0
30,M,4,6,13,6,1.219178,0,0
30,M,4,6,13,7,2.178082,0,0
30,M,4,6,14,1,2.471233,0,0
30,M,4,6,14,4,1.449315,0,0
30,M,4,6,14,5,1.465753,0,0
30,M,4,6,14,6,0.969863,0,0
30,M,4,6,14,7,5.635616,0,0
30,M,4,6,15,1,1.515068,0,0
30,M,4,6,15,2,1,0,0
30,M,4,6,15,4,1,0,0
30,M,4,6,15,6,0.50411,0,0
30,M,4,6,15,7,1.989041,0,0
30,M,4,6,16,1,0.986301,0,0
30,M,4,6,16,3,0.79726,0,0
30,M,4,6,16,4,0.50411,0,0
30,M,4,6,16,5,1.452055,0,0
30,M,4,6,16,7,3.605479,0,0
30,M,4,6,18,4,1,0,0
30,M,4,6,18,6,0.934247,0,0
30,M,4,6,18,7,0.482192,0,0
30,M,4,6,19,4,0.983562,0,0
30,M,4,7,0,7,0.109589,0,0
30,M,4,7,1,5,0,0,0
30,M,4,7,1,6,0,0,0
30,M,4,7,1,7,1,0,0
30,M,4,7,3,5,0.427397,0,0
30,M,4,7,5,7,0.09589,0,0
30,M,4,7,6,7,1,0,0
30,M,4,7,8,7,0.29863,0,0
30,M,4,7,9,1,0.873973,0,0
30,M,4,7,9,7,0.528767,0,0
30,M,4,7,10,7,0.189041,0,0
30,M,5,1,0,5,0.010959,0,0
30,M,5,1,8,7,0.345205,0,0
30,M,5,1,13,4,0.50137,0,0
30,M,5,1,39,1,0.934247,0,0
30,M,5,1,40,1,1.09863,0,0
30,M,5,1,43,2,1,0,0
30,M,5,1,44,1,0.994521,0,0
30,M,5,2,4,3,0.50411,0,0
30,M,5,2,14,1,0.926027,0,0
30,M,5,2,46,7,0.969863,0,0
30,M,5,2,52,1,0.939726,0,0
30,M,5,3,0,1,0.073973,0,0
30,M,5,3,0,5,0.405479,0,0
30,M,5,3,0,7,0.4,0,0
30,M,5,3,1,1,0.778082,0,0
30,M,5,3,1,7,0.556164,0,0
30,M,5,3,3,1,0.49589,0,0
30,M,5,3,3,2,0.50411,0,0
30,M,5,3,7,7,0.49863,0,0
30,M,5,3,12,7,0.709589,0,0
30,M,5,3,16,6,0.189041,0,0
30,M,5,3,17,5,0.690411,0,0
30,M,5,4,0,7,0.317808,0,0
30,M,5,4,6,5,0.49589,0,0
30,M,5,4,6,6,0.50411,0,0
30,M,5,4,8,6,0.512329,0,0
30,M,5,4,12,1,0.131507,0,0
30,M,5,4,12,2,0.210959,0,0
30,M,5,4,13,7,0.945205,0,0
30,M,5,4,18,7,0.463014,0,0
30,M,5,5,2,7,0.183562,0,0
30,M,5,5,3,1,0.290411,0,0
30,M,5,5,6,1,1.008219,1,10000
30,M,5,5,6,7,0.778082,0,0
30,M,5,5,8,7,1,1,540
30,M,5,5,10,5,0.473973,1,4209
30,M,5,5,14,1,0.336986,0,0
30,M,5,5,14,7,0.843836,0,0
30,M,5,5,18,7,0.89863,0,0
30,M,5,6,0,7,0.317808,0,0
30,M,5,6,6,1,0.273973,0,0
30,M,5,6,7,2,0.257534,0,0
30,M,5,6,7,3,0.520548,0,0
30,M,5,6,7,7,0,0,0
30,M,5,6,10,6,0.49863,0,0
30,M,5,6,12,5,0.457534,0,0
30,M,5,6,14,1,0,0,0
30,M,6,1,5,7,0.663014,0,0
30,M,6,1,8,7,0.246575,0,0
30,M,6,1,13,4,0.684932,0,0
30,M,6,1,16,4,1,0,0
30,M,6,1,17,5,0.789041,0,0
30,M,6,1,33,1,0.750685,0,0
30,M,6,1,39,1,1,0,0
30,M,6,2,1,7,0.958904,0,0
30,M,6,2,5,7,1,0,0
30,M,6,2,13,1,0.438356,0,0
30,M,6,2,40,7,0.920548,0,0
30,M,6,2,52,2,0.246575,0,0
30,M,6,3,6,7,0.989041,0,0
30,M,6,3,8,3,0.49863,0,0
30,M,6,3,9,1,0.123288,0,0
30,M,6,3,13,6,1,0,0
30,M,6,3,14,1,0.117808,0,0
30,M,6,3,14,4,0.873973,0,0
30,M,6,3,15,1,0.50137,0,0
30,M,6,3,19,1,1,0,0
30,M,6,3,36,3,1,0,0
30,M,6,3,43,3,0.50137,0,0
30,M,6,3,43,4,0.50137,0,0
30,M,6,4,0,5,0.435616,0,0
30,M,6,4,1,2,0.49589,0,0
30,M,6,4,1,3,0.320548,0,0
30,M,6,4,3,7,0.756164,0,0
30,M,6,4,4,7,0.482192,0,0
30,M,6,4,8,1,0.010959,0,0
30,M,6,4,12,1,1,0,0
30,M,6,4,16,1,0.487671,0,0
30,M,6,4,18,7,0.021918,0,0
30,M,6,4,23,6,0.342466,0,0
30,M,6,4,23,7,0.167123,0,0
30,M,6,5,4,3,0.49589,0,0
30,M,6,5,14,3,1,0,0
30,M,6,5,15,1,0.934247,0,0
30,M,6,5,15,2,0.50137,0,0
30,M,6,5,17,7,0.49589,0,0
30,M,6,5,19,1,0.465753,1,9435
30,M,6,5,20,4,0.942466,0,0
30,M,6,6,5,7,0.819178,0,0
30,M,6,6,10,7,0.958904,0,0
30,M,6,6,11,1,1.00274,0,0
30,M,6,6,11,7,0.512329,0,0
30,M,6,6,12,1,1,0,0
30,M,6,6,13,2,0.810959,0,0
30,M,6,6,13,3,0.035616,0,0
30,M,6,6,13,7,0.816438,0,0
30,M,6,6,14,7,1,0,0
30,M,6,7,11,1,0.641096,0,0
30,M,6,7,11,7,0.276712,0,0
30,M,6,7,12,1,0.156164,0,0
30,M,6,7,12,7,0,0,0
30,M,7,3,17,1,0.958904,0,0
30,M,7,4,1,1,0.123288,0,0
