,Gender.F,Zone.1,Zone.2,Zone.3,Zone.4,Zone.5,Zone.6,Class.1,Class.2,Class.3,Class.4,Class.5,Class.6,BonusClass.1,BonusClass.2,BonusClass.3,BonusClass.4,BonusClass.5,BonusClass.6,OwnersAge,VehiculeAge,Duration,NumberClaims,ClaimFrequency
78,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0808080808080808,2.871233,0,0.0
48910,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.47368421052631604,0.0202020202020202,0.00274,0,0.0
63257,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6842105263157889,0.0606060606060606,0.975342,0,0.0
9469,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.131578947368421,0.191919191919192,0.49863,0,0.0
15231,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.18421052631578896,0.12121212121212101,0.47945200000000004,0,0.0
24375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.302631578947368,0.0101010101010101,0.99726,0,0.0
56020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.539473684210526,0.12121212121212101,1.0,0,0.0
53605,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.513157894736842,0.0202020202020202,0.723288,0,0.0
7240,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.11842105263157901,0.0606060606060606,0.50137,0,0.0
45619,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.447368421052632,0.161616161616162,0.50137,0,0.0
4148,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0921052631578947,0.0,0.40274,0,0.0
52222,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.0303030303030303,1.0,0,0.0
55101,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.526315789473684,0.595959595959596,0.50137,0,0.0
56067,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.539473684210526,0.0101010101010101,1.772603,0,0.0
55841,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.539473684210526,0.3737373737373739,0.978082,0,0.0
45614,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.447368421052632,0.15151515151515196,1.230137,0,0.0
18164,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.223684210526316,0.131313131313131,0.482192,0,0.0
54881,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.526315789473684,0.0505050505050505,1.49863,0,0.0
52760,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.15151515151515196,0.49588999999999994,0,0.0
60969,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6052631578947371,0.131313131313131,0.5041100000000001,0,0.0
47861,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.47368421052631604,0.0707070707070707,0.046575,0,0.0
160,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0131578947368421,0.101010101010101,1.0,0,0.0
6845,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.11842105263157901,0.0303030303030303,1.0,0,0.0
12744,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.157894736842105,0.111111111111111,0.605479,0,0.0
11345,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.157894736842105,0.191919191919192,1.0,0,0.0
60550,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6052631578947371,0.161616161616162,0.526027,0,0.0
372,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0131578947368421,0.101010101010101,1.419178,0,0.0
40404,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.421052631578947,0.131313131313131,0.9205479999999999,0,0.0
43304,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.434210526315789,0.212121212121212,1.0,0,0.0
32117,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.368421052631579,0.0505050505050505,2.526027,0,0.0
15033,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.18421052631578896,0.0,0.482192,0,0.0
56413,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.539473684210526,0.161616161616162,2.4712330000000002,0,0.0
52718,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5,0.15151515151515196,1.926027,0,0.0
60693,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6052631578947371,0.0404040404040404,2.0,0,0.0
21200,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.263157894736842,0.141414141414141,0.5863010000000001,0,0.0
11567,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.157894736842105,0.0101010101010101,1.1616440000000001,0,0.0
10449,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.144736842105263,0.0,0.46027399999999996,0,0.0
42251,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.434210526315789,0.0202020202020202,4.887671,0,0.0
14900,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.18421052631578896,0.15151515151515196,0.6931510000000001,0,0.0
59407,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.578947368421053,0.26262626262626304,0.25205500000000003,0,0.0
41652,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.421052631578947,0.131313131313131,0.326027,0,0.0
51987,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.0,0.372603,2,5.36764330936681
44362,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.447368421052632,0.0606060606060606,1.424658,0,0.0
42548,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.434210526315789,0.18181818181818202,0.013699000000000001,0,0.0
53378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.513157894736842,0.15151515151515196,2.380822,0,0.0
3057,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0789473684210526,0.0505050505050505,0.49863,0,0.0
18417,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.223684210526316,0.0505050505050505,1.410959,0,0.0
41019,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.421052631578947,0.272727272727273,0.49863,0,0.0
18058,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.21052631578947398,0.131313131313131,0.873973,0,0.0
32009,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.368421052631579,0.0404040404040404,1.0,0,0.0
4498,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0921052631578947,0.0909090909090909,0.931507,0,0.0
62405,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.6447368421052629,0.0909090909090909,1.0,0,0.0
11285,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.157894736842105,0.0202020202020202,0.413699,0,0.0
22976,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.289473684210526,0.0303030303030303,0.578082,0,0.0
11254,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.157894736842105,0.191919191919192,0.5041100000000001,0,0.0
50593,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4868421052631579,0.191919191919192,0.00274,0,0.0
64433,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.842105263157895,0.141414141414141,0.50137,0,0.0
46355,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.460526315789474,0.383838383838384,0.249315,0,0.0
54462,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.526315789473684,0.0707070707070707,0.9205479999999999,0,0.0
2595,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0789473684210526,0.0202020202020202,0.50137,0,0.0
42066,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.434210526315789,0.111111111111111,1.0,0,0.0
51267,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.4868421052631579,0.161616161616162,0.742466,0,0.0
44968,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.447368421052632,0.212121212121212,1.961644,0,0.0
2470,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0657894736842105,0.141414141414141,0.493151,0,0.0
26309,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.328947368421053,0.131313131313131,1.00274,0,0.0
38612,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.40789473684210503,0.0404040404040404,0.00274,0,0.0
46546,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.460526315789474,0.0303030303030303,4.128767,0,0.0
14620,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.18421052631578896,0.131313131313131,0.671233,0,0.0
4134,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0921052631578947,0.12121212121212101,0.863014,0,0.0
64193,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.763157894736842,0.141414141414141,0.358904,0,0.0
46040,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.460526315789474,0.0404040404040404,0.49588999999999994,0,0.0
7194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.11842105263157901,0.12121212121212101,1.0,0,0.0
57672,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5526315789473679,0.191919191919192,1.0,0,0.0
15924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.197368421052632,0.484848484848485,0.49588999999999994,0,0.0
22652,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.27631578947368396,0.0808080808080808,1.6410959999999999,0,0.0
50957,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.4868421052631579,0.202020202020202,0.50137,0,0.0
37505,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.39473684210526294,0.101010101010101,0.49588999999999994,0,0.0
60273,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.592105263157895,0.0101010101010101,1.553425,0,0.0
62640,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.657894736842105,0.0505050505050505,1.0,0,0.0
33872,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.381578947368421,0.101010101010101,0.9917809999999999,0,0.0
49231,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.47368421052631604,0.0101010101010101,8.769863,0,0.0
9582,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.131578947368421,0.0202020202020202,0.136986,0,0.0
36197,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.39473684210526294,0.0101010101010101,1.0,0,0.0
6349,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10526315789473699,0.101010101010101,0.232877,0,0.0
19094,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.223684210526316,0.18181818181818202,0.915068,0,0.0
12720,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.157894736842105,0.12121212121212101,0.767123,0,0.0
46493,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.460526315789474,0.0808080808080808,1.0,0,0.0
54664,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.526315789473684,0.131313131313131,0.682192,0,0.0
63309,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6842105263157889,0.141414141414141,0.989041,0,0.0
63968,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.736842105263158,0.111111111111111,1.0,0,0.0
56453,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.539473684210526,0.0101010101010101,0.49863,0,0.0
60588,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6052631578947371,0.12121212121212101,0.49863,0,0.0
11553,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.157894736842105,0.494949494949495,0.49863,0,0.0
64491,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.907894736842105,0.0707070707070707,0.00274,0,0.0
44717,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.447368421052632,0.303030303030303,1.50137,0,0.0
50020,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4868421052631579,0.101010101010101,0.326027,0,0.0
20761,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.25,0.17171717171717202,1.0,0,0.0
40941,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.421052631578947,0.18181818181818202,1.1041100000000001,0,0.0
25904,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.315789473684211,0.0606060606060606,0.608219,0,0.0
6014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.10526315789473699,0.202020202020202,0.038356,0,0.0
52259,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.313131313131313,1.0,0,0.0
20373,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.141414141414141,0.983562,0,0.0
55191,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.526315789473684,0.0606060606060606,4.438356,0,0.0
59554,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.578947368421053,0.131313131313131,1.380822,0,0.0
60301,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.592105263157895,0.101010101010101,0.482192,0,0.0
9661,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.144736842105263,0.0606060606060606,0.45205500000000004,0,0.0
19313,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23684210526315802,0.0303030303030303,0.8328770000000001,0,0.0
19973,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.23684210526315802,0.212121212121212,0.8328770000000001,0,0.0
7811,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.11842105263157901,0.15151515151515196,0.180822,0,0.0
21615,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.263157894736842,0.34343434343434304,0.709589,0,0.0
11941,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.157894736842105,0.141414141414141,0.438356,0,0.0
59970,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.592105263157895,0.0909090909090909,0.528767,0,0.0
9382,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.131578947368421,0.212121212121212,1.030137,0,0.0
39315,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.40789473684210503,0.222222222222222,0.49588999999999994,0,0.0
59922,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.592105263157895,0.141414141414141,0.49863,0,0.0
61423,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.618421052631579,0.0202020202020202,0.945205,0,0.0
7341,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.11842105263157901,0.0505050505050505,0.5041100000000001,0,0.0
25383,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.315789473684211,0.313131313131313,1.0,0,0.0
63903,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7236842105263158,0.434343434343434,0.942466,0,0.0
18174,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.223684210526316,0.15151515151515196,1.046575,0,0.0
51838,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.161616161616162,0.99726,0,0.0
24011,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.302631578947368,0.18181818181818202,0.186301,0,0.0
61059,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.618421052631579,0.0,0.12876700000000002,0,0.0
40471,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.421052631578947,0.0,0.846575,0,0.0
36590,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.39473684210526294,0.111111111111111,3.756164,0,0.0
27952,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.34210526315789497,0.0505050505050505,1.0,0,0.0
60837,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6052631578947371,0.25252525252525304,0.49588999999999994,0,0.0
24627,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.302631578947368,0.191919191919192,0.542466,0,0.0
35768,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.39473684210526294,0.0606060606060606,1.0,0,0.0
3939,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0921052631578947,0.101010101010101,0.9917809999999999,0,0.0
28169,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.34210526315789497,0.101010101010101,1.419178,0,0.0
32569,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.368421052631579,0.353535353535354,1.0,0,0.0
56866,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5526315789473679,0.0101010101010101,0.473973,0,0.0
51829,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.141414141414141,0.649315,0,0.0
26872,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.328947368421053,0.17171717171717202,0.5041100000000001,0,0.0
44987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.447368421052632,0.0808080808080808,0.5041100000000001,0,0.0
58011,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5657894736842111,0.0404040404040404,0.484932,0,0.0
63952,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.736842105263158,0.24242424242424201,0.120548,0,0.0
3698,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0921052631578947,0.131313131313131,0.41643800000000003,0,0.0
47882,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.47368421052631604,0.0303030303030303,0.336986,0,0.0
753,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0263157894736842,0.0303030303030303,2.3315069999999998,0,0.0
27212,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.328947368421053,0.303030303030303,1.0,0,0.0
24039,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.302631578947368,0.17171717171717202,0.931507,0,0.0
20201,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.191919191919192,0.5041100000000001,0,0.0
13927,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.171052631578947,0.111111111111111,0.2,0,0.0
22425,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.27631578947368396,0.24242424242424201,0.810959,0,0.0
53526,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.513157894736842,0.0101010101010101,3.920548,1,0.25506638357699
38365,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.40789473684210503,0.15151515151515196,0.317808,0,0.0
47234,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.460526315789474,0.0101010101010101,1.00274,0,0.0
5169,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.10526315789473699,0.141414141414141,0.49588999999999994,0,0.0
1197,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0394736842105263,0.111111111111111,0.271233,0,0.0
26353,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.328947368421053,0.0808080808080808,0.50137,0,0.0
64074,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75,0.12121212121212101,0.249315,0,0.0
14590,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.18421052631578896,0.3737373737373739,0.917808,0,0.0
25047,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.315789473684211,0.36363636363636404,1.0,0,0.0
3773,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0921052631578947,0.0303030303030303,0.767123,0,0.0
26265,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.328947368421053,0.111111111111111,0.983562,0,0.0
14318,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18421052631578896,0.161616161616162,0.5616439999999999,0,0.0
44695,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.447368421052632,0.0404040404040404,1.0,0,0.0
57675,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5526315789473679,0.0101010101010101,0.49863,0,0.0
33705,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.381578947368421,0.161616161616162,0.49588999999999994,0,0.0
24024,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.302631578947368,0.15151515151515196,0.99726,0,0.0
49366,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.47368421052631604,0.111111111111111,1.663014,0,0.0
21164,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.263157894736842,0.0707070707070707,0.47945200000000004,0,0.0
24085,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.302631578947368,0.15151515151515196,0.9205479999999999,0,0.0
25445,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.315789473684211,0.0202020202020202,0.761644,0,0.0
33721,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.381578947368421,0.161616161616162,0.6739729999999999,0,0.0
20008,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.23684210526315802,0.12121212121212101,0.136986,0,0.0
37526,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.39473684210526294,0.131313131313131,1.0,0,0.0
38376,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.40789473684210503,0.191919191919192,0.279452,0,0.0
41972,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.434210526315789,0.0606060606060606,0.5041100000000001,0,0.0
16608,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.197368421052632,0.0707070707070707,0.380822,0,0.0
43982,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.447368421052632,0.161616161616162,0.50137,0,0.0
2355,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0657894736842105,0.0909090909090909,1.073973,0,0.0
19443,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.23684210526315802,0.15151515151515196,0.271233,0,0.0
48846,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.47368421052631604,0.0808080808080808,0.50137,0,0.0
8952,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.131578947368421,0.0505050505050505,0.43287700000000007,0,0.0
39604,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.40789473684210503,0.0808080808080808,8.663014,0,0.0
63908,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7236842105263158,0.17171717171717202,1.0,0,0.0
47694,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.460526315789474,0.12121212121212101,0.684932,0,0.0
26096,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.328947368421053,0.15151515151515196,0.367123,0,0.0
4909,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.10526315789473699,0.111111111111111,0.24383600000000002,0,0.0
37972,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.40789473684210503,0.111111111111111,0.49863,1,2.0054950564546896
6895,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.11842105263157901,0.0303030303030303,2.306849,0,0.0
53100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.513157894736842,0.0101010101010101,1.224658,0,0.0
19430,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.23684210526315802,0.0303030303030303,0.490411,1,2.03910597437659
48497,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.47368421052631604,0.15151515151515196,1.0,0,0.0
19886,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.23684210526315802,0.191919191919192,0.931507,0,0.0
55493,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.526315789473684,0.202020202020202,1.0,0,0.0
50280,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.4868421052631579,0.101010101010101,0.47945200000000004,0,0.0
5704,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.10526315789473699,0.161616161616162,2.852055,0,0.0
5908,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.10526315789473699,0.12121212121212101,2.10137,0,0.0
56317,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.539473684210526,0.18181818181818202,0.49588999999999994,0,0.0
63193,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.671052631578947,0.0303030303030303,0.49588999999999994,0,0.0
38892,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.40789473684210503,0.0808080808080808,0.942466,0,0.0
52727,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.18181818181818202,0.917808,0,0.0
28171,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.34210526315789497,0.131313131313131,0.082192,0,0.0
4724,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0921052631578947,0.15151515151515196,0.789041,0,0.0
16651,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.197368421052632,0.24242424242424201,1.0,0,0.0
